content_type,category,reaction_type,new_datetime,Score
photo,cooking,hate,2021-03-18,5
photo,cooking,indifferent,2020-10-23,20
photo,cooking,cherish,2021-03-13,70
photo,cooking,heart,2020-09-22,60
photo,cooking,"super love",2020-12-08,75
photo,cooking,peeking,2020-07-14,35
photo,cooking,worried,2020-10-18,12
photo,cooking,peeking,2021-01-13,35
photo,cooking,interested,2020-09-28,30
photo,cooking,"super love",2021-03-31,75
photo,cooking,interested,2020-09-02,30
photo,cooking,interested,2021-04-17,30
photo,cooking,love,2021-04-26,65
photo,cooking,peeking,2020-11-14,35
photo,cooking,worried,2020-08-05,12
photo,cooking,"super love",2021-02-26,75
photo,cooking,like,2021-06-12,50
photo,cooking,peeking,2020-11-09,35
photo,cooking,adore,2020-11-16,72
photo,cooking,peeking,2021-01-01,35
photo,cooking,heart,2021-02-25,60
photo,cooking,adore,2021-03-07,72
photo,cooking,love,2020-07-17,65
photo,cooking,interested,2021-03-23,30
photo,cooking,"super love",2020-11-07,75
photo,cooking,like,2021-01-31,50
photo,cooking,heart,2020-07-10,60
photo,cooking,love,2020-10-31,65
photo,cooking,intrigued,2020-09-17,45
GIF,science,heart,2020-12-28,60
GIF,science,intrigued,2021-02-26,45
GIF,science,cherish,2020-09-13,70
GIF,science,love,2020-10-29,65
GIF,science,cherish,2021-05-03,70
GIF,science,dislike,2021-02-12,10
GIF,science,scared,2020-09-28,15
GIF,science,dislike,2021-03-02,10
GIF,science,adore,2021-02-04,72
GIF,science,heart,2021-05-03,60
GIF,science,adore,2020-07-25,72
GIF,science,scared,2021-05-25,15
GIF,science,indifferent,2021-03-01,20
GIF,science,peeking,2020-11-30,35
GIF,science,like,2021-02-05,50
GIF,science,want,2020-11-17,70
GIF,science,heart,2020-11-14,60
GIF,science,indifferent,2021-04-28,20
GIF,science,heart,2021-02-27,60
GIF,science,hate,2020-08-27,5
GIF,science,dislike,2021-03-08,10
GIF,science,cherish,2021-03-27,70
GIF,science,intrigued,2020-10-07,45
GIF,science,"super love",2020-08-05,75
GIF,science,peeking,2020-10-18,35
GIF,science,indifferent,2020-09-23,20
GIF,science,"super love",2021-03-23,75
GIF,science,dislike,2020-09-05,10
GIF,science,like,2020-12-31,50
GIF,science,heart,2021-03-11,60
GIF,science,indifferent,2020-07-30,20
GIF,science,scared,2020-06-24,15
GIF,science,peeking,2021-05-17,35
GIF,science,hate,2021-02-26,5
GIF,science,heart,2020-08-08,60
audio,science,hate,2020-07-31,5
audio,science,worried,2021-05-23,12
audio,science,love,2020-06-29,65
audio,science,"super love",2021-02-15,75
audio,science,peeking,2020-06-27,35
audio,science,"super love",2020-11-14,75
audio,science,interested,2021-03-26,30
audio,science,scared,2021-01-21,15
audio,science,intrigued,2021-05-03,45
audio,science,like,2020-12-24,50
audio,science,scared,2021-06-07,15
audio,science,indifferent,2021-01-11,20
audio,science,"super love",2021-05-08,75
audio,science,interested,2021-05-11,30
audio,science,want,2020-11-11,70
audio,science,hate,2020-07-27,5
audio,science,scared,2021-02-01,15
audio,science,love,2020-09-25,65
audio,science,cherish,2020-07-26,70
audio,science,heart,2021-04-18,60
audio,science,adore,2021-01-31,72
audio,science,peeking,2021-04-23,35
audio,science,hate,2020-06-27,5
audio,science,adore,2020-06-20,72
audio,science,hate,2021-01-23,5
audio,science,hate,2020-10-21,5
audio,science,like,2021-04-08,50
audio,science,hate,2021-03-14,5
audio,science,indifferent,2021-01-01,20
audio,science,worried,2020-10-28,12
audio,science,want,2020-08-05,70
audio,science,dislike,2020-12-31,10
audio,science,adore,2021-05-24,72
audio,science,adore,2020-10-02,72
audio,science,adore,2020-07-15,72
audio,science,heart,2021-01-14,60
audio,science,dislike,2020-12-20,10
audio,science,"super love",2021-05-13,75
audio,science,want,2020-11-12,70
audio,science,want,2020-10-18,70
audio,science,heart,2020-08-01,60
audio,science,love,2020-07-07,65
audio,science,want,2021-02-26,70
audio,science,dislike,2021-02-10,10
audio,travel,interested,2020-10-15,30
audio,travel,worried,2020-10-28,12
audio,travel,hate,2020-11-14,5
audio,travel,love,2021-02-14,65
GIF,studying,scared,2020-08-23,15
GIF,studying,adore,2021-02-15,72
GIF,studying,intrigued,2020-07-07,45
GIF,studying,peeking,2020-08-17,35
GIF,studying,interested,2020-07-18,30
GIF,studying,love,2020-11-30,65
GIF,studying,heart,2021-06-11,60
GIF,studying,like,2020-08-09,50
GIF,studying,interested,2021-04-11,30
GIF,studying,indifferent,2020-09-13,20
GIF,studying,dislike,2020-12-07,10
GIF,studying,interested,2020-07-05,30
GIF,studying,interested,2020-07-12,30
GIF,studying,like,2021-03-05,50
GIF,studying,cherish,2020-09-18,70
GIF,studying,peeking,2021-03-06,35
GIF,studying,peeking,2020-09-05,35
GIF,studying,like,2021-03-16,50
GIF,studying,heart,2021-02-06,60
GIF,studying,adore,2020-11-06,72
GIF,studying,peeking,2020-12-03,35
GIF,studying,hate,2020-10-24,5
GIF,studying,interested,2020-11-13,30
video,veganism,"super love",2020-08-31,75
video,veganism,indifferent,2020-07-05,20
video,veganism,hate,2021-02-19,5
video,veganism,dislike,2020-11-07,10
video,veganism,want,2020-07-30,70
video,veganism,hate,2020-12-09,5
video,veganism,adore,2020-07-24,72
video,veganism,worried,2020-12-22,12
video,veganism,hate,2021-04-10,5
video,veganism,hate,2021-05-01,5
video,veganism,scared,2020-12-30,15
video,veganism,cherish,2020-09-23,70
video,veganism,want,2021-06-09,70
video,veganism,adore,2021-01-05,72
video,veganism,heart,2020-11-03,60
video,veganism,worried,2020-07-14,12
video,veganism,cherish,2020-09-09,70
video,veganism,"super love",2020-09-29,75
video,veganism,cherish,2020-08-07,70
video,veganism,interested,2020-07-04,30
video,veganism,heart,2021-06-06,60
video,veganism,cherish,2021-05-10,70
video,veganism,scared,2020-08-12,15
video,veganism,indifferent,2021-04-17,20
video,veganism,dislike,2020-06-28,10
video,veganism,heart,2020-06-22,60
video,veganism,peeking,2021-05-05,35
video,veganism,heart,2020-11-06,60
video,veganism,heart,2021-02-23,60
video,veganism,intrigued,2020-10-31,45
video,veganism,worried,2021-04-09,12
video,veganism,worried,2021-03-19,12
video,veganism,love,2020-07-03,65
video,veganism,dislike,2020-09-11,10
video,veganism,hate,2020-09-04,5
video,veganism,interested,2020-12-14,30
video,travel,want,2020-12-01,70
video,travel,intrigued,2020-12-14,45
photo,tennis,dislike,2021-02-02,10
photo,tennis,want,2020-07-10,70
photo,tennis,dislike,2020-11-08,10
photo,tennis,like,2020-09-14,50
photo,tennis,indifferent,2020-12-27,20
photo,tennis,cherish,2020-11-24,70
photo,tennis,like,2020-09-25,50
photo,tennis,intrigued,2020-09-14,45
photo,tennis,scared,2021-05-31,15
photo,tennis,love,2021-02-24,65
photo,tennis,"super love",2020-12-30,75
photo,tennis,hate,2020-11-29,5
photo,tennis,cherish,2021-01-04,70
photo,tennis,worried,2021-02-13,12
photo,tennis,indifferent,2020-11-20,20
photo,tennis,intrigued,2021-05-28,45
photo,tennis,peeking,2021-03-19,35
photo,tennis,cherish,2021-02-18,70
photo,tennis,love,2020-11-07,65
photo,tennis,adore,2021-01-04,72
photo,tennis,love,2020-06-22,65
photo,tennis,scared,2021-03-01,15
photo,tennis,scared,2021-05-13,15
photo,tennis,love,2021-04-01,65
photo,tennis,worried,2020-11-06,12
photo,tennis,"super love",2021-04-07,75
photo,tennis,love,2020-10-06,65
photo,tennis,want,2021-01-25,70
photo,tennis,worried,2020-09-10,12
photo,tennis,cherish,2020-09-24,70
photo,tennis,want,2020-10-13,70
photo,tennis,"super love",2020-11-04,75
photo,tennis,indifferent,2020-08-06,20
photo,tennis,love,2020-07-25,65
photo,tennis,interested,2020-10-15,30
photo,tennis,dislike,2021-01-04,10
photo,tennis,peeking,2021-04-16,35
photo,tennis,scared,2020-10-19,15
photo,soccer,peeking,2021-04-16,35
photo,soccer,adore,2020-07-04,72
photo,soccer,indifferent,2020-12-27,20
photo,soccer,want,2020-10-31,70
photo,soccer,adore,2021-01-13,72
photo,soccer,hate,2020-07-28,5
photo,soccer,cherish,2020-08-07,70
photo,soccer,adore,2021-06-16,72
photo,soccer,hate,2021-04-21,5
photo,soccer,hate,2021-03-20,5
photo,soccer,indifferent,2020-09-16,20
photo,soccer,want,2020-08-10,70
photo,soccer,want,2021-01-31,70
photo,soccer,"super love",2021-02-01,75
photo,soccer,"super love",2020-08-10,75
photo,soccer,dislike,2020-10-13,10
photo,soccer,worried,2020-11-07,12
photo,soccer,peeking,2020-07-07,35
photo,soccer,scared,2020-12-31,15
photo,soccer,dislike,2020-09-02,10
photo,soccer,intrigued,2021-04-05,45
photo,soccer,"super love",2020-10-22,75
photo,soccer,scared,2021-05-12,15
photo,soccer,love,2020-09-07,65
photo,soccer,"super love",2021-01-11,75
photo,soccer,adore,2020-07-11,72
photo,soccer,intrigued,2021-06-07,45
photo,soccer,cherish,2021-03-06,70
GIF,soccer,hate,2020-12-24,5
GIF,soccer,interested,2020-08-17,30
GIF,soccer,adore,2021-06-02,72
GIF,soccer,scared,2020-08-18,15
GIF,soccer,cherish,2021-06-09,70
GIF,soccer,indifferent,2020-11-21,20
GIF,soccer,scared,2020-11-04,15
GIF,soccer,hate,2021-04-13,5
GIF,soccer,adore,2020-07-04,72
GIF,soccer,interested,2020-07-25,30
GIF,soccer,love,2020-09-16,65
GIF,soccer,indifferent,2020-07-28,20
GIF,soccer,worried,2021-04-11,12
GIF,soccer,want,2021-03-18,70
GIF,soccer,worried,2021-03-27,12
GIF,soccer,love,2021-03-22,65
GIF,soccer,adore,2020-11-10,72
GIF,soccer,scared,2021-04-17,15
GIF,soccer,"super love",2020-09-23,75
GIF,soccer,peeking,2021-01-27,35
GIF,soccer,indifferent,2020-10-25,20
GIF,soccer,hate,2020-09-30,5
GIF,soccer,love,2020-08-07,65
photo,"Public Speaking","super love",2020-12-20,75
photo,"Public Speaking",heart,2021-01-17,60
photo,"Public Speaking",scared,2021-02-18,15
photo,"Public Speaking",indifferent,2020-12-06,20
photo,"Public Speaking",peeking,2020-09-20,35
photo,"Public Speaking",cherish,2021-01-16,70
photo,"Public Speaking",indifferent,2020-11-09,20
photo,"Public Speaking",heart,2021-01-02,60
photo,"Public Speaking",indifferent,2020-06-18,20
photo,"Public Speaking",heart,2021-05-22,60
photo,"Public Speaking",adore,2020-09-23,72
photo,"Public Speaking",want,2021-02-25,70
photo,"Public Speaking",interested,2020-12-26,30
photo,"Public Speaking",heart,2020-07-27,60
photo,"Public Speaking",adore,2021-05-23,72
photo,"Public Speaking",dislike,2020-11-05,10
photo,"Public Speaking",like,2021-05-05,50
photo,"Public Speaking",cherish,2020-06-27,70
photo,"Public Speaking",intrigued,2021-03-23,45
photo,"Public Speaking",intrigued,2021-04-24,45
photo,"Public Speaking",heart,2020-06-27,60
photo,"Public Speaking",indifferent,2020-08-21,20
photo,"Public Speaking",hate,2021-03-13,5
photo,"Public Speaking",heart,2021-05-27,60
photo,"Public Speaking",adore,2020-10-09,72
photo,"Public Speaking",peeking,2021-06-07,35
photo,"Public Speaking",like,2021-03-19,50
photo,"Public Speaking",dislike,2021-05-13,10
photo,"Public Speaking",love,2021-03-21,65
photo,education,want,2020-12-26,70
photo,education,heart,2021-04-25,60
photo,education,intrigued,2020-08-24,45
photo,education,hate,2020-07-30,5
photo,education,love,2021-03-24,65
photo,education,scared,2020-09-06,15
photo,education,intrigued,2020-11-23,45
photo,education,scared,2021-03-13,15
photo,education,peeking,2021-03-13,35
photo,education,worried,2021-02-03,12
photo,education,interested,2021-02-13,30
photo,education,want,2020-09-22,70
photo,education,adore,2020-08-21,72
photo,education,indifferent,2021-01-04,20
photo,education,hate,2020-08-12,5
photo,education,worried,2021-01-31,12
photo,education,like,2021-02-14,50
photo,education,scared,2021-03-31,15
photo,education,scared,2021-05-24,15
photo,education,adore,2021-05-27,72
photo,education,like,2020-12-07,50
photo,education,dislike,2021-03-20,10
photo,education,"super love",2020-09-05,75
photo,education,intrigued,2021-03-19,45
photo,education,"super love",2020-08-06,75
photo,education,interested,2020-10-12,30
photo,education,hate,2020-09-15,5
video,science,indifferent,2020-09-14,20
video,science,want,2020-08-11,70
video,science,peeking,2021-02-05,35
video,science,heart,2021-02-01,60
video,science,interested,2020-10-11,30
video,science,love,2021-01-23,65
video,science,heart,2020-10-25,60
video,science,peeking,2020-12-08,35
video,science,love,2020-10-04,65
video,science,"super love",2020-10-12,75
video,science,cherish,2021-06-05,70
video,science,intrigued,2021-04-16,45
video,science,indifferent,2020-07-30,20
video,science,like,2020-12-16,50
video,science,hate,2020-06-25,5
video,science,want,2020-07-21,70
video,science,interested,2021-05-09,30
video,science,hate,2021-01-27,5
video,science,intrigued,2020-09-02,45
video,science,scared,2020-11-07,15
video,science,peeking,2020-07-02,35
video,science,peeking,2020-08-21,35
video,science,dislike,2020-11-18,10
video,science,intrigued,2020-08-26,45
video,science,dislike,2021-05-26,10
video,science,heart,2021-04-15,60
video,science,dislike,2021-01-11,10
video,science,intrigued,2020-10-15,45
video,science,want,2020-11-21,70
video,science,intrigued,2020-06-29,45
video,science,want,2021-05-24,70
video,science,scared,2020-08-25,15
video,science,heart,2020-11-16,60
video,science,intrigued,2020-08-15,45
video,science,like,2021-05-25,50
video,science,cherish,2020-11-30,70
video,science,adore,2021-03-30,72
video,science,adore,2020-07-28,72
video,science,intrigued,2020-08-07,45
photo,fitness,peeking,2020-06-23,35
photo,fitness,want,2020-10-20,70
photo,fitness,peeking,2021-01-25,35
photo,fitness,adore,2020-11-10,72
photo,fitness,intrigued,2021-01-20,45
photo,fitness,heart,2021-01-14,60
photo,fitness,dislike,2021-01-30,10
photo,fitness,hate,2020-12-18,5
photo,fitness,peeking,2020-08-13,35
photo,fitness,peeking,2020-12-30,35
photo,fitness,heart,2021-03-15,60
photo,fitness,cherish,2020-07-21,70
photo,fitness,scared,2021-02-12,15
photo,fitness,like,2021-01-15,50
photo,fitness,"super love",2021-03-20,75
photo,fitness,intrigued,2020-09-24,45
photo,fitness,love,2021-04-01,65
photo,fitness,peeking,2020-11-16,35
photo,fitness,dislike,2020-08-04,10
photo,fitness,hate,2020-07-21,5
photo,fitness,intrigued,2021-04-18,45
photo,fitness,"super love",2021-01-31,75
photo,fitness,worried,2020-10-02,12
photo,fitness,scared,2020-09-29,15
photo,fitness,cherish,2020-07-25,70
photo,fitness,dislike,2020-10-04,10
GIF,culture,want,2020-08-15,70
GIF,culture,hate,2021-02-11,5
GIF,culture,worried,2021-05-21,12
GIF,culture,worried,2020-09-20,12
GIF,culture,"super love",2021-02-26,75
GIF,culture,hate,2020-12-15,5
GIF,culture,indifferent,2020-08-05,20
GIF,culture,peeking,2021-03-31,35
GIF,culture,heart,2021-05-20,60
GIF,culture,love,2021-05-07,65
GIF,culture,worried,2021-01-31,12
GIF,culture,dislike,2020-06-20,10
GIF,culture,like,2020-09-11,50
GIF,culture,indifferent,2021-04-07,20
GIF,culture,interested,2021-04-15,30
GIF,culture,interested,2021-01-19,30
GIF,culture,cherish,2021-04-20,70
GIF,culture,peeking,2020-12-28,35
GIF,culture,adore,2021-03-10,72
GIF,culture,indifferent,2020-09-05,20
GIF,culture,indifferent,2020-07-22,20
GIF,culture,worried,2020-07-01,12
GIF,culture,peeking,2021-03-18,35
GIF,culture,interested,2020-07-20,30
GIF,culture,interested,2020-09-28,30
GIF,culture,dislike,2021-05-11,10
GIF,culture,"super love",2021-03-26,75
GIF,culture,worried,2021-05-18,12
GIF,culture,want,2020-07-19,70
GIF,culture,intrigued,2020-06-22,45
GIF,culture,heart,2021-04-21,60
GIF,culture,like,2020-08-24,50
GIF,culture,adore,2020-12-02,72
GIF,culture,scared,2020-08-02,15
GIF,culture,indifferent,2020-08-06,20
GIF,culture,scared,2020-10-23,15
GIF,culture,peeking,2020-07-18,35
GIF,culture,heart,2020-09-14,60
GIF,culture,hate,2021-01-03,5
GIF,culture,scared,2020-08-07,15
GIF,culture,indifferent,2021-03-12,20
video,food,dislike,2021-02-24,10
video,food,dislike,2020-09-05,10
video,food,heart,2020-10-07,60
video,food,"super love",2020-11-24,75
video,food,hate,2020-10-04,5
video,food,hate,2020-06-27,5
video,food,hate,2020-12-24,5
video,food,heart,2020-12-18,60
video,food,hate,2020-07-31,5
video,food,"super love",2021-02-15,75
video,food,dislike,2021-04-08,10
video,food,intrigued,2021-05-07,45
video,food,cherish,2020-10-14,70
video,food,intrigued,2020-12-14,45
video,food,intrigued,2021-02-22,45
video,food,cherish,2021-05-17,70
video,food,love,2021-06-16,65
video,food,interested,2021-01-04,30
video,animals,indifferent,2021-03-26,20
video,animals,"super love",2021-01-11,75
video,animals,peeking,2020-08-27,35
video,animals,dislike,2020-08-27,10
audio,"healthy eating",hate,2020-08-26,5
audio,"healthy eating",indifferent,2021-05-29,20
audio,"healthy eating",dislike,2020-11-18,10
audio,"healthy eating",worried,2020-12-03,12
audio,"healthy eating",want,2020-07-23,70
audio,"healthy eating","super love",2021-03-22,75
audio,"healthy eating",peeking,2021-04-09,35
audio,"healthy eating",adore,2020-10-07,72
audio,"healthy eating",scared,2021-03-14,15
audio,"healthy eating",intrigued,2020-09-12,45
audio,"healthy eating",like,2021-05-19,50
audio,"healthy eating",cherish,2020-06-26,70
audio,"healthy eating",adore,2021-02-07,72
audio,"healthy eating",dislike,2020-06-22,10
audio,"healthy eating",scared,2020-09-12,15
audio,"healthy eating",love,2020-08-19,65
audio,"healthy eating",indifferent,2020-11-10,20
audio,"healthy eating",adore,2021-05-16,72
audio,"healthy eating",adore,2021-05-09,72
audio,"healthy eating",love,2020-08-12,65
audio,"healthy eating",scared,2021-03-08,15
audio,"healthy eating",love,2020-09-28,65
audio,"healthy eating",peeking,2020-09-26,35
audio,"healthy eating",intrigued,2021-06-10,45
audio,"healthy eating",interested,2021-02-08,30
audio,"healthy eating",cherish,2020-10-24,70
audio,"healthy eating",worried,2020-10-14,12
audio,"healthy eating",interested,2020-12-14,30
audio,"healthy eating",want,2020-11-16,70
audio,"healthy eating",peeking,2020-08-03,35
audio,"healthy eating",interested,2021-06-14,30
audio,"healthy eating",intrigued,2020-12-26,45
audio,"healthy eating",like,2020-12-06,50
audio,"healthy eating",intrigued,2020-07-02,45
audio,"healthy eating",like,2020-10-30,50
audio,"healthy eating",hate,2020-12-01,5
audio,"healthy eating",scared,2020-06-21,15
audio,"healthy eating",love,2021-04-29,65
audio,"healthy eating",worried,2021-02-28,12
audio,"healthy eating",heart,2021-01-08,60
audio,"healthy eating",indifferent,2021-04-03,20
audio,"healthy eating","super love",2021-05-27,75
audio,"healthy eating",heart,2021-04-15,60
audio,"healthy eating",cherish,2020-09-30,70
audio,"healthy eating",love,2021-05-08,65
audio,"healthy eating",heart,2021-03-31,60
audio,"healthy eating",interested,2020-12-29,30
audio,"healthy eating",cherish,2020-12-23,70
audio,"healthy eating",worried,2020-08-21,12
audio,"healthy eating",indifferent,2021-04-10,20
audio,"healthy eating",dislike,2020-08-02,10
audio,"healthy eating",indifferent,2021-02-13,20
audio,"healthy eating",hate,2021-05-29,5
audio,"healthy eating",worried,2020-09-04,12
audio,"healthy eating",love,2020-08-21,65
audio,"healthy eating",want,2021-03-04,70
audio,"healthy eating",intrigued,2021-05-23,45
audio,"healthy eating",cherish,2020-11-20,70
audio,"healthy eating",scared,2020-07-21,15
audio,"healthy eating",worried,2020-12-27,12
audio,"healthy eating",indifferent,2020-12-28,20
audio,"healthy eating","super love",2020-06-19,75
audio,"healthy eating",indifferent,2021-06-16,20
audio,"healthy eating",adore,2020-09-02,72
audio,"healthy eating",cherish,2020-11-05,70
audio,"healthy eating",peeking,2020-09-06,35
audio,"healthy eating",cherish,2020-10-15,70
audio,"healthy eating",intrigued,2021-04-14,45
audio,"healthy eating","super love",2020-12-13,75
audio,"healthy eating","super love",2020-10-16,75
audio,"healthy eating",peeking,2020-08-31,35
audio,"healthy eating",peeking,2020-08-13,35
audio,"healthy eating",heart,2021-04-05,60
audio,"healthy eating",intrigued,2021-05-15,45
audio,"healthy eating","super love",2021-03-28,75
audio,"healthy eating",scared,2021-01-26,15
audio,"healthy eating",dislike,2020-06-28,10
audio,"healthy eating",intrigued,2020-07-11,45
audio,"healthy eating",peeking,2021-03-22,35
audio,"healthy eating",scared,2020-10-15,15
GIF,food,worried,2020-09-26,12
GIF,food,hate,2021-05-22,5
GIF,food,intrigued,2021-05-16,45
GIF,food,heart,2021-05-15,60
GIF,food,love,2020-12-21,65
GIF,food,"super love",2021-01-14,75
GIF,food,worried,2020-08-25,12
GIF,food,scared,2020-08-29,15
GIF,food,intrigued,2021-03-16,45
GIF,food,indifferent,2020-08-02,20
GIF,food,peeking,2020-07-23,35
GIF,food,love,2020-12-09,65
GIF,food,cherish,2020-09-27,70
GIF,food,want,2021-02-20,70
GIF,food,heart,2020-11-11,60
GIF,food,love,2020-11-17,65
GIF,food,peeking,2021-04-08,35
GIF,food,cherish,2020-07-03,70
GIF,food,cherish,2020-07-27,70
GIF,food,cherish,2021-01-18,70
GIF,food,"super love",2021-03-07,75
GIF,food,"super love",2021-05-11,75
GIF,food,want,2021-03-22,70
GIF,food,adore,2021-01-16,72
GIF,food,cherish,2021-06-13,70
GIF,food,adore,2020-10-29,72
GIF,food,worried,2021-02-06,12
GIF,food,intrigued,2021-02-17,45
GIF,food,interested,2021-04-05,30
GIF,food,hate,2020-10-20,5
GIF,food,peeking,2021-03-26,35
GIF,food,peeking,2021-04-12,35
GIF,food,"super love",2020-10-18,75
GIF,food,cherish,2021-06-17,70
GIF,food,intrigued,2021-04-28,45
GIF,food,worried,2021-04-12,12
GIF,food,intrigued,2020-09-28,45
GIF,food,intrigued,2021-04-28,45
GIF,food,love,2020-10-11,65
video,science,cherish,2020-07-29,70
video,science,worried,2020-09-06,12
video,science,scared,2020-07-05,15
video,science,adore,2020-09-16,72
video,science,adore,2020-08-10,72
video,fitness,indifferent,2020-09-13,20
video,fitness,want,2020-12-11,70
video,fitness,like,2021-01-25,50
video,fitness,indifferent,2021-04-05,20
video,fitness,cherish,2021-05-15,70
video,fitness,interested,2020-08-24,30
video,fitness,love,2021-03-22,65
video,fitness,adore,2021-05-31,72
video,fitness,adore,2020-12-06,72
video,fitness,indifferent,2021-03-04,20
video,fitness,peeking,2021-04-19,35
video,fitness,cherish,2020-11-29,70
video,fitness,like,2021-01-25,50
video,fitness,like,2021-03-06,50
video,fitness,like,2020-10-24,50
video,fitness,worried,2021-04-14,12
video,fitness,love,2021-02-04,65
video,fitness,like,2021-05-25,50
video,fitness,dislike,2021-01-28,10
video,fitness,love,2021-05-01,65
video,fitness,adore,2021-06-02,72
video,fitness,"super love",2021-05-17,75
video,fitness,want,2021-05-18,70
video,"healthy eating",indifferent,2020-12-12,20
video,"healthy eating",adore,2020-12-15,72
video,"healthy eating",worried,2020-11-25,12
video,"healthy eating",indifferent,2020-06-22,20
video,"healthy eating",cherish,2021-05-19,70
video,"healthy eating",cherish,2020-10-05,70
video,"healthy eating",interested,2020-12-31,30
video,"healthy eating",hate,2021-05-03,5
video,"healthy eating",cherish,2021-05-07,70
video,"healthy eating",indifferent,2021-05-30,20
video,"healthy eating",worried,2020-08-12,12
video,"healthy eating",cherish,2020-12-22,70
video,"healthy eating",worried,2021-06-13,12
video,"healthy eating",intrigued,2021-01-07,45
video,"healthy eating",want,2020-11-28,70
video,"healthy eating",dislike,2020-09-10,10
video,"healthy eating",want,2020-12-09,70
video,"healthy eating",worried,2020-09-12,12
video,"healthy eating",scared,2020-08-13,15
video,"healthy eating",hate,2021-01-22,5
video,"healthy eating",peeking,2020-07-15,35
video,"healthy eating",worried,2021-06-18,12
video,"healthy eating",peeking,2021-05-09,35
video,"healthy eating",interested,2021-04-10,30
video,"healthy eating",adore,2020-07-23,72
video,"healthy eating",indifferent,2021-02-20,20
video,"healthy eating",interested,2020-12-06,30
video,"healthy eating",cherish,2021-06-03,70
video,"healthy eating",dislike,2021-03-15,10
video,"healthy eating",worried,2020-09-28,12
video,"healthy eating",love,2020-11-21,65
video,"healthy eating","super love",2020-12-14,75
video,"healthy eating",indifferent,2021-02-03,20
video,"healthy eating",scared,2020-10-10,15
video,"healthy eating",love,2020-07-28,65
video,"healthy eating",cherish,2020-09-25,70
video,"healthy eating",scared,2021-01-30,15
video,food,cherish,2020-08-14,70
video,food,like,2020-09-24,50
video,food,cherish,2021-03-04,70
video,food,intrigued,2020-10-18,45
video,food,heart,2020-12-27,60
video,food,cherish,2020-07-06,70
video,food,adore,2021-01-28,72
video,food,dislike,2020-06-23,10
video,food,"super love",2021-05-06,75
video,food,cherish,2021-01-06,70
video,food,intrigued,2020-12-10,45
video,food,scared,2020-09-24,15
video,food,interested,2021-04-12,30
video,food,interested,2021-03-03,30
video,food,worried,2021-03-16,12
video,food,peeking,2020-11-20,35
video,food,intrigued,2020-07-12,45
video,food,"super love",2020-08-30,75
video,food,peeking,2020-07-04,35
video,food,heart,2021-03-31,60
video,food,dislike,2020-10-04,10
video,food,"super love",2020-12-30,75
video,food,scared,2020-08-11,15
video,food,heart,2020-09-01,60
video,food,worried,2020-11-24,12
video,food,want,2020-12-15,70
video,food,cherish,2021-05-13,70
video,food,like,2021-03-10,50
video,food,scared,2020-12-24,15
video,food,hate,2021-03-12,5
video,food,"super love",2020-08-14,75
video,food,indifferent,2021-02-08,20
video,food,hate,2021-02-15,5
video,food,adore,2021-01-02,72
video,food,love,2020-11-20,65
video,food,interested,2021-02-15,30
video,food,indifferent,2020-08-17,20
video,food,indifferent,2020-10-20,20
video,food,worried,2020-09-22,12
video,food,hate,2020-09-24,5
video,food,heart,2020-11-07,60
video,food,love,2020-11-04,65
GIF,animals,cherish,2020-12-07,70
GIF,animals,scared,2020-10-07,15
GIF,animals,love,2020-10-12,65
GIF,animals,indifferent,2021-01-03,20
GIF,animals,dislike,2020-09-23,10
GIF,animals,scared,2021-02-07,15
GIF,animals,indifferent,2021-05-13,20
GIF,animals,intrigued,2020-09-22,45
GIF,animals,love,2021-06-16,65
GIF,animals,hate,2020-11-20,5
GIF,animals,worried,2021-03-17,12
GIF,animals,love,2020-10-17,65
GIF,animals,interested,2021-04-25,30
GIF,animals,heart,2021-04-26,60
GIF,animals,peeking,2021-01-17,35
GIF,animals,heart,2021-06-07,60
GIF,animals,love,2020-10-01,65
GIF,animals,hate,2021-02-24,5
GIF,animals,cherish,2020-10-30,70
GIF,animals,worried,2020-09-12,12
GIF,animals,worried,2020-11-30,12
GIF,animals,dislike,2020-07-20,10
GIF,animals,worried,2020-12-19,12
GIF,animals,interested,2020-07-23,30
GIF,animals,interested,2021-04-20,30
GIF,animals,hate,2021-04-06,5
GIF,animals,hate,2020-08-30,5
GIF,animals,heart,2021-02-17,60
GIF,animals,peeking,2020-06-25,35
GIF,animals,"super love",2020-06-26,75
GIF,animals,worried,2021-02-11,12
GIF,animals,interested,2020-09-24,30
GIF,animals,interested,2020-08-23,30
GIF,animals,peeking,2021-01-05,35
GIF,animals,peeking,2021-04-26,35
GIF,animals,love,2021-05-29,65
audio,science,cherish,2021-03-26,70
audio,science,hate,2021-03-23,5
audio,science,scared,2020-07-10,15
audio,science,heart,2021-01-09,60
audio,science,love,2020-10-06,65
audio,science,indifferent,2021-06-02,20
audio,science,want,2020-11-19,70
video,technology,cherish,2021-01-18,70
video,technology,like,2020-12-20,50
video,technology,hate,2020-10-03,5
video,technology,want,2020-09-02,70
video,technology,worried,2020-12-14,12
video,technology,hate,2020-10-31,5
video,technology,love,2021-02-11,65
video,technology,peeking,2021-01-03,35
video,technology,adore,2020-09-16,72
video,technology,want,2020-07-22,70
video,technology,heart,2020-07-01,60
video,technology,interested,2021-02-04,30
video,technology,cherish,2021-05-02,70
video,technology,intrigued,2020-08-17,45
video,technology,love,2020-12-27,65
video,technology,peeking,2021-01-12,35
